Chromosome,Start,End
chr1,2564086,2564237
chr1,2564160,2564318
chr1,2564241,2564399
chr1,2564321,2564480
chr1,2564402,2564561
chr1,2564481,2564643
chr1,2564564,2564724
chr1,2564648,2564803
chr1,2564727,2564886
chr1,2564808,2564961
chr1,2564891,2565061
chr1,2564992,2565142
chr1,2565067,2565223
chr1,2565146,2565304
chr1,2565224,2565383
chr1,2565307,2565463
chr1,2565386,2565544
chr1,2565471,2565625
chr1,2565550,2565638
chr1,2565637,2565776
chr1,2565704,2565858
chr1,2565782,2565939
chr1,2565863,2566011
chr1,2565942,2566098
chr1,2566022,2566180
chr1,2566102,2566255
chr1,2566183,2566335
chr1,2566265,2566422
chr1,2566344,2566503
chr1,2566428,2566584
chr1,2566509,2566665
chr1,2566588,2566746
chr1,2566668,2566826
chr1,2566749,2566904
chr1,2566830,2566904
chr1,2566898,2567046
chr1,2566898,2566965
chr1,2566974,2567126
chr1,2567049,2567201
chr1,2567133,2567192
chr1,2567223,2567325
chr1,2567223,2567274
chr1,2567277,2567405
chr1,2567358,2567468
chr1,2567439,2567465
chr1,2567459,2567611
chr1,2567473,2567530
chr1,2567536,2567692
chr1,2567615,2567773
chr1,2567695,2567854
chr1,2567776,2567935
chr1,2567857,2567995
chr1,2567938,2568091
chr1,2568016,2568138
chr1,2568102,2568237
chr1,2568165,2568319
chr1,2568241,2568400
chr1,2568324,2568473
chr1,2568403,2568561
chr1,2568484,2568643
chr1,2568565,2568724
chr1,2568646,2568805
chr1,2568727,2568885
chr1,2568808,2568966
chr1,2568888,2569047
chr1,2568972,2569128
chr1,2569051,2569192
chr1,2569131,2569287
chr1,2569212,2569371
chr1,2569293,2569452
chr1,2569374,2569533
chr1,2569455,2569615
chr1,2569536,2569689
chr1,2569620,2569777
chr1,2569699,2569840
chr1,2569780,2569939
chr1,2569861,2570011
chr1,2569950,2570088
chr1,2570018,2570172
chr1,2570094,2570253
chr1,2570177,2570326
chr1,2570256,2570414
chr1,2570337,2570496
chr1,2570418,2570577
chr1,2570499,2570652
chr1,2570581,2570732
chr1,2570661,2570819
chr1,2570741,2570900
chr1,2570825,2570970
chr1,2570904,2571021
chr1,2570984,2571020
chr1,2571016,2571114
chr1,2571036,2571195
chr1,2571117,2571244
chr1,2571198,2571358
chr1,2571281,2571438
chr1,2571373,2571519
chr1,2571441,2571600
chr1,2571522,2571675
chr1,2571603,2571755
chr1,2571684,2571841
chr1,2571765,2571916
chr1,2571844,2571997
chr1,2571925,2572083
chr1,2572006,2572147
chr1,2572086,2572244
chr1,2572170,2572326
chr1,2572248,2572407
chr1,2572329,2572462
chr1,2572410,2572552
chr1,2572491,2572631
chr1,2572559,2572713
chr1,2572635,2572794
chr1,2572718,2572867
chr1,2572797,2572955
chr1,2572878,2573032
chr1,2572972,2573113
chr1,2573035,2573188
chr1,2573116,2573274
chr1,2573197,2573355
chr1,2573277,2573436
chr1,2573361,2573517
chr1,2573440,2573598
chr1,2573520,2573679
chr1,2573601,2573760
chr1,2573682,2573838
chr1,2573763,2573919
chr1,2573843,2574000
chr1,2573922,2574080
chr1,2574003,2574161
chr1,2574085,2574186
chr1,2575265,2575366
chr1,2575288,2575447
chr1,2575369,2575522
chr1,2575452,2575610
chr1,2575531,2575691
chr1,2575613,2575770
chr1,2575694,2575853
chr1,2575778,2575879
chr1,8307130,8307067
chr1,8307211,8307069
chr1,8307294,8307133
chr1,8307373,8307214
chr1,8307454,8307298
chr1,8307535,8307376
chr1,8307616,8307457
chr1,8307691,8307538
chr1,8307691,8307619
chr1,8307860,8307803
chr1,8307921,8307803
chr1,8308012,8307866
chr1,8308090,8307936
chr1,8308171,8308051
chr1,8308184,8308094
chr1,8310479,8310402
chr1,8310562,8310403
chr1,8310644,8310484
chr1,8310711,8310565
chr1,8310803,8310648
chr1,8310891,8310733
chr1,8310953,8310827
chr1,8311048,8310902
chr1,8311125,8310968
chr1,8311205,8311049
chr1,8311289,8311130
chr1,8311370,8311211
chr1,8311451,8311292
chr1,8311509,8311373
chr1,8311602,8311502
chr1,8311683,8311524
chr1,8311720,8311605
chr1,8311831,8311732
chr1,8311910,8311754
chr1,8311992,8311835
chr1,8312071,8311914
chr1,8312153,8311996
chr1,8312234,8312075
chr1,8312317,8312156
chr1,8312370,8312318
chr1,8312376,8312237
chr1,8312464,8312369
chr1,8312545,8312386
chr1,8312627,8312467
chr1,8312707,8312549
chr1,8312781,8312630
chr1,8312781,8312710
chr1,8312843,8312770
chr1,8312925,8312770
chr1,8313006,8312847
chr1,8313085,8312936
chr1,8313164,8313007
chr1,8313251,8313088
chr1,8313332,8313169
chr1,8313416,8313254
chr1,8313495,8313336
chr1,8313553,8313419
chr1,8313646,8313546
chr1,8313729,8313568
chr1,8313742,8313649
chr1,8313838,8313759
chr1,8313838,8313767
chr1,8313900,8313827
chr1,8313982,8313827
chr1,8314057,8313904
chr1,8314138,8313996
chr1,8314217,8314060
chr1,8314278,8314223
chr1,8314279,8314141
chr1,8314310,8314272
chr1,8314399,8314341
chr1,8314483,8314326
chr1,8314562,8314405
chr1,8314636,8314486
chr1,8314636,8314565
chr1,8314692,8314625
chr1,8314774,8314625
chr1,8314854,8314696
chr1,8314934,8314796
chr1,8315013,8314856
chr1,8315100,8314937
chr1,8315181,8315018
chr1,8315263,8315105
chr1,8315343,8315185
chr1,8315417,8315266
chr1,8315417,8315346
chr1,8315479,8315406
chr1,8315561,8315406
chr1,8315642,8315483
chr1,8315721,8315572
chr1,8315800,8315643
chr1,8315887,8315724
chr1,8315968,8315805
chr1,8316052,8315890
chr1,8316131,8315972
chr1,8316189,8316055
chr1,8316257,8316180
chr1,8316338,8316180
chr1,8316421,8316260
chr1,8316500,8316341
chr1,8316558,8316422
chr1,8316651,8316551
chr1,8316734,8316573
chr1,8316746,8316654
chr1,8316837,8316806
chr1,8316847,8316820
chr1,8316961,8316899
chr1,8317040,8316900
chr1,8317110,8316964
chr1,8317188,8317056
chr1,8317267,8317121
chr1,8317349,8317192
chr1,8317405,8317355
chr1,8317411,8317273
chr1,8317497,8317404
chr1,8317577,8317421
chr1,8317663,8317502
chr1,8317741,8317583
chr1,8317815,8317664
chr1,8317815,8317744
chr1,8317877,8317804
chr1,8317959,8317804
chr1,8318040,8317881
chr1,8318123,8317962
chr1,8318202,8318043
chr1,8318260,8318124
chr1,8318337,8318283
chr1,8318420,8318283
chr1,8318498,8318340
chr1,8318506,8318441
chr1,8318625,8318563
chr1,8318625,8318571
chr1,8318687,8318614
chr1,8318769,8318614
chr1,8318850,8318691
chr1,8318925,8318780
chr1,8319004,8318851
chr1,8319060,8319010
chr1,8319066,8318928
chr1,8319154,8319059
chr1,8319233,8319076
chr1,8319320,8319157
chr1,8319401,8319238
chr1,8319485,8319323
chr1,8319564,8319405
chr1,8319622,8319488
chr1,8319709,8319615
chr1,8319802,8319637
chr1,8319880,8319722
chr1,8319955,8319822
chr1,8320034,8319916
chr1,8320104,8319958
chr1,8320185,8320050
chr1,8320266,8320107
chr1,8320345,8320188
chr1,8320401,8320351
chr1,8320407,8320269
chr1,8320495,8320400
chr1,8320576,8320417
chr1,8320658,8320498
chr1,8320738,8320580
chr1,8320812,8320661
chr1,8320812,8320741
chr1,8320874,8320801
chr1,8320956,8320801
chr1,8321035,8320878
chr1,8321116,8320967
chr1,8321195,8321038
chr1,8321250,8321201
chr1,8321257,8321119
chr1,8321345,8321252
chr1,8321423,8321267
chr1,8321507,8321348
chr1,8321587,8321429
chr1,8321661,8321510
chr1,8321661,8321590
chr1,8321723,8321650
chr1,8321805,8321650
chr1,8321885,8321727
chr1,8321965,8321816
chr1,8322044,8321887
chr1,8322131,8321968
chr1,8322212,8322049
chr1,8322294,8322134
chr1,8322374,8322216
chr1,8322455,8322297
chr1,8322538,8322377
chr1,8322617,8322458
chr1,8322675,8322539
chr1,8322768,8322668
chr1,8322850,8322690
chr1,8322862,8322771
chr1,8322942,8322918
chr1,8322953,8322918
chr1,8322963,8322936
chr1,8323077,8323015
chr1,8323156,8323016
chr1,8323217,8323080
chr1,8323283,8323209
chr1,8323364,8323209
chr1,8323443,8323286
chr1,8323499,8323449
chr1,8323505,8323367
chr1,8323593,8323498
chr1,8323671,8323515
chr1,8323747,8323598
chr1,8323827,8323711
chr1,8323901,8323750
chr1,8323901,8323830
chr1,8323963,8323891
chr1,8324032,8323891
chr1,8324111,8323972
chr1,8324192,8324043
chr1,8324271,8324114
chr1,8324327,8324277
chr1,8324333,8324195
chr1,8324420,8324326
chr1,8324498,8324342
chr1,8324582,8324426
chr1,8324662,8324504
chr1,8324736,8324585
chr1,8324736,8324667
chr1,8324788,8324725
chr1,8324788,8324725
chr1,8324855,8324784
chr1,8324937,8324784
chr1,8325017,8324859
chr1,8325098,8324940
chr1,8325181,8325020
chr1,8325260,8325101
chr1,8325318,8325182
chr1,8325411,8325311
chr1,8325494,8325333
chr1,8325506,8325414
chr1,8325597,8325566
chr1,8325607,8325580
chr1,8325721,8325659
chr1,8325800,8325660
chr1,8325870,8325724
chr1,8325949,8325816
chr1,8326030,8325881
chr1,8326109,8325952
chr1,8326165,8326115
chr1,8326171,8326033
chr1,8326259,8326164
chr1,8326337,8326181
chr1,8326421,8326264
chr1,8326501,8326343
chr1,8326575,8326424
chr1,8326575,8326504
chr1,8326637,8326564
chr1,8326719,8326564
chr1,8326800,8326641
chr1,8326879,8326730
chr1,8326958,8326801
chr1,8327045,8326882
chr1,8327126,8326963
chr1,8327210,8327048
chr1,8327289,8327130
chr1,8327347,8327211
chr1,8327440,8327340
chr1,8327523,8327362
chr1,8327601,8327443
chr1,8327609,8327535
chr1,8327674,8327637
chr1,8327674,8327637
chr1,8327736,8327674
chr1,8327815,8327675
chr1,8327885,8327739
chr1,8327964,8327831
chr1,8328019,8327967
chr1,8328025,8327896
chr1,8328113,8328018
chr1,8328190,8328036
chr1,8328275,8328116
chr1,8328355,8328197
chr1,8328429,8328278
chr1,8328429,8328358
chr1,8328491,8328418
chr1,8328573,8328418
chr1,8328651,8328495
chr1,8328712,8328576
chr1,8328801,8328657
chr1,8328882,8328725
chr1,8328948,8328806
chr1,8329044,8328887
chr1,8329123,8328977
chr1,8329181,8329045
chr1,8329272,8329174
chr1,8329354,8329196
chr1,8329415,8329276
chr1,8329499,8329364
chr1,8329580,8329421
chr1,8329669,8329502
chr1,8329722,8329671
chr1,8329728,8329615
chr1,8329816,8329721
chr1,8329894,8329738
chr1,8329977,8329819
chr1,8330058,8329900
chr1,8330137,8329980
chr1,8330219,8330061
chr1,8330299,8330141
chr1,8330384,8330222
chr1,8330449,8330302
chr1,8330529,8330390
chr1,8330614,8330457
chr1,8330701,8330538
chr1,8330782,8330625
chr1,8330805,8330704
chr1,8330893,8330805
chr1,8330980,8330815
chr1,8331056,8330896
chr1,8331140,8330981
chr1,8331221,8331062
chr1,8331302,8331143
chr1,8331381,8331224
chr1,8331463,8331305
chr1,8331518,8331385
chr1,8331518,8331466
chr1,8364340,8364310
chr1,8364422,8364310
chr1,8364486,8364343
chr1,8364574,8364428
chr1,8364653,8364496
chr1,8364732,8364577
chr1,8364817,8364658
chr1,8364898,8364739
chr1,8364961,8364820
chr1,8365043,8364908
chr1,8365119,8364965
chr1,8365206,8365049
chr1,8365265,8365122
chr1,8365353,8365207
chr1,8365431,8365275
chr1,8365516,8365356
chr1,8365597,8365437
chr1,8365678,8365519
chr1,8365752,8365600
chr1,8365752,8365681
chr1,8365793,8365743
chr1,8365862,8365776
chr1,8365940,8365784
chr1,8366022,8365865
chr1,8366103,8365944
chr1,8366162,8366106
chr1,8366168,8366025
chr1,8366256,8366161
chr1,8366335,8366178
chr1,8366418,8366259
chr1,8366499,8366340
chr1,8366580,8366421
chr1,8366659,8366502
chr1,8366741,8366583
chr1,8366822,8366663
chr1,8366903,8366744
chr1,8366967,8366825
chr1,8367055,8366909
chr1,8367116,8366977
chr1,8367206,8367058
chr1,8367262,8367126
chr1,8367329,8367253
chr1,8367409,8367253
chr1,8367490,8367332
chr1,8367547,8367412
chr1,8367642,8367547
chr1,8367723,8367564
chr1,8367805,8367645
chr1,8367869,8367726
chr1,8367957,8367811
chr1,8368040,8367879
chr1,8368119,8367960
chr1,8368200,8368041
chr1,8368225,8368122
chr1,8368348,8368296
chr1,8368429,8368296
chr1,8368510,8368358
chr1,8368589,8368432
chr1,8368670,8368513
chr1,8368746,8368597
chr1,8368746,8368675
chr1,14198712,14198841
chr1,14198712,14198760
chr1,14198763,14198922
chr1,14198844,14199003
chr1,14198925,14199084
chr1,14199008,14199165
chr1,14199087,14199246
chr1,14199168,14199327
chr1,14199249,14199402
chr1,14199332,14199489
chr1,14199411,14199570
chr1,14199492,14199651
chr1,14199573,14199730
chr1,14199655,14199811
chr1,14199733,14199892
chr1,14199814,14199973
chr1,14199895,14200054
chr1,14199978,14200135
chr1,14200057,14200216
chr1,14200138,14200297
chr1,14200217,14200372
chr1,14200302,14200393
chr1,14200393,14200517
chr1,14200439,14200597
chr1,14200521,14200677
chr1,14200602,14200758
chr1,14200683,14200839
chr1,14200761,14200920
chr1,14200840,14200995
chr1,14200925,14201076
chr1,14201004,14201076
chr1,14201078,14201229
chr1,14201078,14201149
chr1,14201153,14201309
chr1,14201234,14201390
chr1,14201312,14201471
chr1,14201393,14201552
chr1,14201472,14201627
chr1,14201557,14201708
chr1,14201636,14201795
chr1,14201717,14201875
chr1,14201799,14201955
chr1,14201880,14202036
chr1,14201958,14202117
chr1,14202039,14202198
chr1,14202118,14202273
chr1,14202203,14202360
chr1,14202282,14202441
chr1,14202363,14202522
chr1,14202444,14202597
chr1,14202527,14202684
chr1,14202606,14202765
chr1,14202687,14202838
chr1,14202766,14202927
chr1,14202849,14203008
chr1,14202930,14203089
chr1,14203011,14203164
chr1,14203094,14203251
chr1,14203175,14203333
chr1,14203254,14203414
chr1,14203336,14203495
chr1,14203419,14203570
chr1,14203498,14203657
chr1,14203579,14203738
chr1,14203658,14203811
chr1,14203743,14203900
chr1,14203822,14203981
chr1,14203903,14204062
chr1,14203982,14204143
chr1,14204067,14204224
chr1,14204146,14204305
chr1,14204227,14204380
chr1,14204306,14204461
chr1,14204391,14204542
chr1,14204470,14204629
chr1,14204551,14204709
chr1,14204632,14204785
chr1,14204715,14204872
chr1,14204794,14204929
chr1,14204875,14204946
chr1,14204938,14205078
chr1,14204940,14204997
chr1,14205002,14205159
chr1,14205083,14205240
chr1,14205162,14205321
chr1,14205245,14205396
chr1,14205326,14205483
chr1,14205407,14205564
chr1,14205486,14205647
chr1,14205583,14205728
chr1,14205650,14205809
chr1,14205731,14205889
chr1,14205815,14205936
chr1,14205894,14205936
chr1,14206115,14206219
chr1,14206147,14206306
chr1,14206228,14206387
chr1,14206309,14206462
chr1,14206392,14206549
chr1,14206471,14206630
chr1,14206552,14206711
chr1,14206633,14206792
chr1,14206716,14206873
chr1,14206795,14206954
chr1,14206876,14207035
chr1,14206957,14207116
chr1,14207040,14207197
chr1,14207117,14207278
chr1,14207200,14207359
chr1,14207281,14207434
chr1,14207364,14207515
chr1,14207441,14207569
chr1,14207524,14207569
chr1,16363042,16362938
chr1,16363123,16362964
chr1,16363201,16363047
chr1,16363285,16363126
chr1,16363368,16363206
chr1,16363447,16363294
chr1,16363528,16363369
chr1,16363609,16363450
chr1,16363688,16363531
chr1,16363762,16363612
chr1,16363843,16363684
chr1,16363924,16363765
chr1,16364005,16363846
chr1,16364086,16363927
chr1,16364168,16364008
chr1,16364250,16364089
chr1,16364330,16364171
chr1,16364411,16364254
chr1,16364492,16364367
chr1,16364573,16364421
chr1,16364654,16364496
chr1,16364734,16364587
chr1,16364818,16364657
chr1,16364895,16364738
chr1,16364976,16364819
chr1,16365059,16364900
chr1,16365140,16364981
chr1,16365218,16365062
chr1,16365304,16365144
chr1,16365383,16365229
chr1,16365464,16365305
chr1,16365545,16365396
chr1,16365626,16365467
chr1,16365626,16365548
chr1,16365736,16365649
chr1,16365817,16365664
chr1,16365898,16365739
chr1,16365979,16365820
chr1,16366060,16365905
chr1,16366104,16365982
chr1,16366157,16366121
chr1,16366237,16366120
chr1,16366315,16366160
chr1,16366393,16366240
chr1,16366461,16366318
chr1,16366461,16366399
chr1,16366562,16366462
chr1,16366655,16366556
chr1,16366736,16366583
chr1,16366817,16366658
chr1,16366898,16366739
chr1,16366974,16366820
chr1,16367058,16366901
chr1,16367139,16366979
chr1,16367158,16367061
chr1,16367243,16367145
chr1,16367324,16367165
chr1,16367402,16367246
chr1,16367490,16367341
chr1,16367574,16367415
chr1,16367655,16367496
chr1,16367736,16367577
chr1,16367817,16367658
chr1,16367896,16367739
chr1,16367975,16367820
chr1,16368055,16367946
chr1,16368126,16367984
chr1,16368221,16368059
chr1,16368298,16368143
chr1,16368382,16368222
chr1,16368448,16368304
chr1,16368542,16368385
chr1,16368623,16368464
chr1,16368645,16368545
chr1,16368736,16368650
chr1,16368820,16368661
chr1,16368901,16368742
chr1,16368982,16368823
chr1,16368997,16368914
chr1,16369110,16369003
chr1,16369191,16369032
chr1,16369272,16369113
chr1,16369355,16369194
chr1,16369436,16369275
chr1,16369510,16369358
chr1,16369611,16369439
chr1,16369695,16369535
chr1,16369776,16369616
chr1,16369857,16369698
chr1,16369938,16369779
chr1,16370020,16369864
chr1,16370085,16369941
chr1,16370196,16370085
chr1,16370277,16370124
chr1,16370355,16370199
chr1,16370421,16370280
chr1,16370507,16370360
chr1,16370591,16370432
chr1,16370675,16370513
chr1,16370751,16370594
chr1,16370833,16370676
chr1,16370917,16370759
chr1,16370997,16370870
chr1,16371078,16370920
chr1,16371157,16371000
chr1,16371237,16371081
chr1,16371320,16371168
chr1,16371362,16371242
chr1,16371445,16371354
chr1,16371523,16371366
chr1,16371607,16371529
chr1,16371608,16371448
chr1,16371656,16371613
chr1,16371737,16371613
chr1,16371791,16371659
chr1,16371918,16371784
chr1,16371995,16371838
chr1,16372078,16371919
chr1,16372159,16372000
chr1,16372240,16372083
chr1,16372316,16372162
chr1,16372393,16372243
chr1,16372474,16372351
chr1,16372553,16372396
chr1,16372634,16372494
chr1,16372706,16372559
chr1,16372790,16372639
chr1,16372845,16372712
chr1,16372938,16372793
chr1,16373012,16372879
chr1,16373088,16372943
chr1,16373167,16373031
chr1,16373248,16373089
chr1,16373328,16373176
chr1,16373396,16373251
chr1,16373484,16373333
chr1,16373537,16373406
chr1,16373609,16373528
chr1,16373691,16373550
chr1,16373769,16373614
chr1,16373849,16373694
chr1,16373928,16373778
chr1,16374011,16373852
chr1,16374089,16373934
chr1,16374148,16374012
chr1,16374243,16374092
chr1,16374321,16374169
chr1,16374321,16374252
chr1,16374438,16374319
chr1,16374496,16374364
chr1,16374589,16374489
chr1,16374667,16374511
chr1,16374751,16374592
chr1,16374832,16374673
chr1,16374913,16374765
chr1,16374987,16374841
chr1,16375063,16374916
chr1,16375154,16374996
chr1,16375235,16375100
chr1,16375317,16375158
chr1,16375336,16375239
chr1,16375420,16375327
chr1,16375499,16375344
chr1,16375579,16375438
chr1,16375657,16375502
chr1,16375739,16375583
chr1,16375819,16375663
chr1,16375899,16375742
chr1,16375913,16375823
chr1,18563157,18563275
chr1,18563197,18563356
chr1,18563278,18563437
chr1,18563359,18563518
chr1,18563440,18563599
chr1,18563521,18563680
chr1,18563602,18563761
chr1,18563683,18563842
chr1,18563764,18563924
chr1,18563845,18564005
chr1,18563925,18564086
chr1,18564008,18564167
chr1,18564089,18564248
chr1,18564170,18564306
chr1,18564251,18564409
chr1,18564331,18564490
chr1,18564412,18564571
chr1,18564493,18564652
chr1,18564574,18564690
chr1,18564655,18564690
chr1,18564708,18564797
chr1,18564717,18564878
chr1,18564800,18564959
chr1,18564881,18565040
chr1,18564962,18565115
chr1,18565045,18565106
chr1,18565134,18565266
chr1,18565134,18565185
chr1,18565188,18565348
chr1,18565269,18565429
chr1,18565353,18565510
chr1,18565432,18565591
chr1,18565513,18565672
chr1,18565596,18565745
chr1,18565678,18565825
chr1,18565750,18565907
chr1,18565831,18565987
chr1,18565910,18566062
chr1,18565990,18566147
chr1,18566071,18566229
chr1,18566151,18566310
chr1,18566233,18566391
chr1,18566315,18566400
chr1,18566402,18566537
chr1,18566460,18566619
chr1,18566541,18566655
chr1,18566622,18566655
chr1,18566983,18567123
chr1,18566986,18567042
chr1,18567045,18567195
chr1,18567126,18567288
chr1,18567210,18567369
chr1,18567291,18567441
chr1,18567399,18567522
chr1,18567444,18567603
chr1,18567526,18567684
chr1,18567606,18567764
chr1,18567687,18567845
chr1,18567767,18567924
chr1,18567848,18568007
chr1,18567929,18568088
chr1,18568010,18568127
chr1,18568094,18568235
chr1,18568174,18568315
chr1,18568238,18568396
chr1,18568318,18568474
chr1,18568399,18568505
chr1,18568593,18568645
chr1,18568616,18568773
chr1,18568695,18568854
chr1,18568776,18568936
chr1,18568857,18569009
chr1,18568941,18569097
chr1,18569021,18569161
chr1,18569100,18569259
chr1,18569181,18569340
chr1,18569262,18569421
chr1,18569343,18569502
chr1,18569427,18569574
chr1,18569513,18569655
chr1,18569579,18569713
chr1,18569656,18569776
chr1,18569733,18569880
chr1,18569809,18569966
chr1,18569889,18570048
chr1,18569970,18570129
chr1,18570051,18570210
chr1,18570132,18570291
chr1,18570213,18570371
chr1,18570294,18570452
chr1,18570374,18570533
chr1,18570455,18570613
chr1,18570537,18570694
chr1,18570616,18570775
chr1,18570697,18570856
chr1,18570778,18570920
chr1,18570859,18571016
chr1,18570942,18571102
chr1,18571020,18571152
chr1,18571105,18571262
chr1,18571184,18571337
chr1,18571265,18571421
chr1,18571348,18571499
chr1,18571430,18571586
chr1,18571509,18571667
chr1,18571589,18571748
chr1,18571670,18571829
chr1,18571751,18571910
chr1,18571832,18571990
chr1,18571914,18572071
chr1,18571993,18572150
chr1,18572074,18572233
chr1,18572155,18572290
chr1,18572236,18572290
chr1,18572304,18572428
chr1,18572350,18572492
chr1,18572431,18572504
chr1,18572491,18572639
chr1,18572491,18572564
chr1,18572567,18572694
chr1,18572648,18572803
chr1,18572728,18572882
chr1,18572807,18572963
chr1,18572885,18573044
chr1,18572966,18573125
chr1,18573047,18573206
chr1,18573128,18573286
chr1,18573210,18573367
