Chromosome,ChromStart,ChromEnd,Band,Stain
LG2,85547357.7143914,85547447.7143914,M39105,M39105
LG2,87113715.3857276,87113805.3857276,M15617,M15617
LG2,87764366.2959194,87764456.2959194,M30995,M30995
LG2,89126750.8101412,89126840.8101412,M40054,M40054
LG2,169717228.564789,169717318.564789,M38604,M38604
LG2,170279655.183581,170279745.183581,M36258,M36258
LG2,170647350.111433,170647440.111433,M18462,M18462
LG2,171247056.100823,171247146.100823,M36782,M36782
LG2,171706314.385832,171706404.385832,M29582,M29582
LG2,172422444.545614,172422534.545614,M22841,M22841
LG2,172916587.047285,172916677.047285,M5841,M5841
LG2,173799088.587956,173799178.587956,M7287,M7287
LG2,174104606.703649,174104696.703649,M28243,M28243
LG2,174316567.778557,174316657.778557,M40148,M40148
LG2,174811955.315678,174812045.315678,M43468,M43468
LG2,175183539.855939,175183629.855939,M29986,M29986
LG2,176761555.395612,176761645.395612,M31340,M31340
LG2,178049422.364469,178049512.364469,M30552,M30552
LG2,179217744.179537,179217834.179537,M24818,M24818
LG2,179656608.627429,179656698.627429,M45812,M45812
LG2,179993394.822103,179993484.822103,M38590,M38590
LG2,180609143.343295,180609233.343295,M20269,M20269
LG2,181071857.503915,181071947.503915,M11493,M11493
LG2,181430787.139978,181430877.139978,M17348,M17348
LG2,181912786.436302,181912876.436302,M33445,M33445
LG2,182615312.096234,182615402.096234,M27118,M27118
LG2,189673910.915784,189674000.915784,M45603,M45603
LG2,192856680.044116,192856770.044116,M24052,M24052
LG2,194097789.732588,194097879.732588,M39302,M39302
LG2,194860344.21415,194860434.21415,M34333,M34333
LG2,195289784.398607,195289874.398607,M9977,M9977
LG2,195602616.466562,195602706.466562,M11619,M11619
LG2,196132276.371321,196132366.371321,M35981,M35981
LG2,196530560.523701,196530650.523701,M34424,M34424
LG2,196906823.191879,196906913.191879,M36906,M36906
LG2,197244228.07068,197244318.07068,M31886,M31886
LG2,197587935.167037,197588025.167037,M25542,M25542
LG2,197829138.70041,197829228.70041,M39347,M39347
LG2,198653752.010851,198653842.010851,M16342,M16342
LG2,199208383.534798,199208473.534798,M35996,M35996
LG2,199732346.176297,199732436.176297,M35063,M35063
LG2,200431596.641836,200431686.641836,M368,M368
LG2,200754853.222742,200754943.222742,M25254,M25254
LG2,200947008.577408,200947098.577408,M35726,M35726
LG2,201469833.748708,201469923.748708,M27607,M27607
LG2,201919096.731104,201919186.731104,M5817,M5817
LG2,202139258.079496,202139348.079496,M19695,M19695
LG2,202705176.035442,202705266.035442,M26544,M26544
LG2,203630376.053654,203630466.053654,M9046,M9046
LG2,204572939.19591,204573029.19591,M33606,M33606
LG2,205198319.10001,205198409.10001,M17054,M17054
LG2,205937030.566558,205937120.566558,M7846,M7846
LG2,206291814.170052,206291904.170052,M22010,M22010
LG2,206731460.501702,206731550.501702,M15718,M15718
LG2,207217342.266816,207217432.266816,M17927,M17927
LG2,209046038.392304,209046128.392304,M14884,M14884
LG2,210213382.308486,210213472.308486,M28323,M28323
LG2,213615613.756466,213615703.756466,M42365,M42365
LG2,214259280.940034,214259370.940034,M11071,M11071
LG2,215090347.438576,215090437.438576,M11856,M11856
LG2,216243601.218446,216243691.218446,M32661,M32661
LG2,217152270.624446,217152360.624446,M22484,M22484
LG3,0,90,M26402,M26402
LG3,270292.87073236,270382.87073236,M44516,M44516
LG3,1347098.51898658,1347188.51898658,M8862,M8862
LG3,2733388.69630226,2733478.69630226,M34455,M34455
LG3,3663392.16993668,3663482.16993668,M40399,M40399
LG3,4128977.18616976,4129067.18616976,M25645,M25645
LG3,4483151.52747746,4483241.52747746,M27957,M27957
LG3,4765925.32656522,4766015.32656522,M28387,M28387
LG3,5329218.13895012,5329308.13895012,M14307,M14307
LG3,6152073.6395646,6152163.6395646,M20339,M20339
LG3,6987696.32373728,6987786.32373728,M19432,M19432
LG3,8069389.65787066,8069479.65787066,M34733,M34733
LG3,9199248.13137762,9199338.13137762,M38457,M38457
LG3,10051468.5248732,10051558.5248732,M71,M71
LG3,10611862.7428302,10611952.7428302,M44509,M44509
LG3,10911736.1804418,10911826.1804418,M1526,M1526
LG3,11531524.8299416,11531614.8299416,M8377,M8377
LG3,11912989.6548435,11913079.6548435,M23846,M23846
LG3,12143661.4297829,12143751.4297829,M10253,M10253
LG3,12600972.5681496,12601062.5681496,M13010,M13010
LG3,13641825.8968018,13641915.8968018,M44423,M44423
LG3,13967104.5290221,13967194.5290221,M13811,M13811
LG3,14366630.5210538,14366720.5210538,M43900,M43900
LG3,15353483.8879401,15353573.8879401,M18340,M18340
LG3,15539415.412355,15539505.412355,M36284,M36284
LG3,15737045.2241883,15737135.2241883,M28227,M28227
LG3,15986682.8603131,15986772.8603131,M14449,M14449
LG3,16531279.8059739,16531369.8059739,M4272,M4272
LG3,17242569.1927531,17242659.1927531,M38822,M38822
LG3,17931397.5497633,17931487.5497633,M1678,M1678
LG3,18345783.7173316,18345873.7173316,M35419,M35419
LG3,18658611.3369967,18658701.3369967,M37010,M37010
LG3,19022972.6958765,19023062.6958765,M30290,M30290
LG3,19575875.8697187,19575965.8697187,M20024,M20024
LG3,20283295.6552196,20283385.6552196,M32321,M32321
LG3,21666060.4829616,21666150.4829616,M37256,M37256
LG3,22284761.7913514,22284851.7913514,M539,M539
LG3,22534787.5900474,22534877.5900474,M7255,M7255
LG3,23832262.892724,23832352.892724,M38059,M38059
LG3,24432505.4708484,24432595.4708484,M30737,M30737
LG3,25014033.4694044,25014123.4694044,M977,M977
LG3,25423179.3950398,25423269.3950398,M41742,M41742
LG3,26049764.4284116,26049854.4284116,M29975,M29975
LG3,26972684.0192774,26972774.0192774,M12783,M12783
LG3,27431023.3006012,27431113.3006012,M7777,M7777
LG3,29296089.1876138,29296179.1876138,M9306,M9306
LG3,29555925.750405,29556015.750405,M23455,M23455
LG3,30018375.7922168,30018465.7922168,M37121,M37121
LG3,31105402.7922216,31105492.7922216,M25481,M25481
LG3,31959942.7824926,31960032.7824926,M42819,M42819
LG3,32717421.8501388,32717511.8501388,M21584,M21584
LG3,33322204.4229002,33322294.4229002,M21810,M21810
LG3,34575934.7060442,34576024.7060442,M9938,M9938
LG3,34783498.429601,34783588.429601,M36219,M36219
LG3,34930734.2788242,34930824.2788242,M27519,M27519
LG3,35367222.198892,35367312.198892,M36116,M36116
LG3,35767351.5160368,35767441.5160368,M4904,M4904
LG3,36005882.3533402,36005972.3533402,M14628,M14628
LG3,36618020.1614528,36618110.1614528,M7006,M7006
LG3,37162882.9051088,37162972.9051088,M35059,M35059
LG3,37472335.7881902,37472425.7881902,M24869,M24869
LG3,38554848.5868896,38554938.5868896,M8961,M8961
LG3,39572184.871097,39572274.871097,M41377,M41377
LG3,40035856.0320562,40035946.0320562,M19669,M19669
LG3,40356716.8117588,40356806.8117588,M31771,M31771
LG3,41254027.5679386,41254117.5679386,M18637,M18637
LG3,41930461.9768144,41930551.9768144,M5331,M5331
LG3,42397680.905847,42397770.905847,M36266,M36266
LG3,42873350.379508,42873440.379508,M44600,M44600
LG3,43233901.3951676,43233991.3951676,M41939,M41939
LG3,43577459.5298116,43577549.5298116,M26180,M26180
LG3,43813489.6890854,43813579.6890854,M31723,M31723
LG3,44167514.3115302,44167604.3115302,M9422,M9422
LG3,44330941.4059608,44331031.4059608,M41238,M41238
LG3,44665104.2392906,44665194.2392906,M30688,M30688
LG3,45165182.8760818,45165272.8760818,M16299,M16299
LG3,46893381.3032948,46893471.3032948,M38826,M38826
LG3,47885502.519011,47885592.519011,M43602,M43602
LG3,48286250.834319,48286340.834319,M36991,M36991
LG3,49084501.48775,49084591.48775,M9741,M9741
LG3,50182076.1737364,50182166.1737364,M42333,M42333
LG3,50634827.032058,50634917.032058,M44931,M44931
LG3,50795336.8293764,50795426.8293764,M12726,M12726
LG3,51222071.4002818,51222161.4002818,M5064,M5064
LG3,51421619.526702,51421709.526702,M36328,M36328
LG3,52336145.102461,52336235.102461,M45201,M45201
LG3,53025615.3177994,53025705.3177994,M23366,M23366
LG4,0,90,M13697,M13697
LG4,486476.86732504,486566.86732504,M16657,M16657
LG4,880495.144450708,880585.144450708,M15932,M15932
LG4,1135294.21432648,1135384.21432648,M8363,M8363
LG4,1583425.16391231,1583515.16391231,M24697,M24697
LG4,1741664.53583083,1741754.53583083,M8697,M8697
LG4,1883316.13095903,1883406.13095903,M38911,M38911
LG4,2301689.19724064,2301779.19724064,M28182,M28182
LG4,2552383.22588842,2552473.22588842,M16807,M16807
LG4,3079153.63257906,3079243.63257906,M44816,M44816
LG4,3247787.6122821,3247877.6122821,M41586,M41586
LG4,3550865.7895618,3550955.7895618,M28688,M28688
LG4,3722062.1331695,3722152.1331695,M40222,M40222
LG4,3832821.57275512,3832911.57275512,M41544,M41544
LG4,3832823.57275512,3832913.57275512,M33013,M33013
LG4,3966105.03165348,3966195.03165348,M27160,M27160
LG4,3966107.03165348,3966197.03165348,M27413,M27413
LG4,4034682.55103552,4034772.55103552,M33352,M33352
LG4,4168108.13343348,4168198.13343348,M33136,M33136
LG4,4278322.35648118,4278412.35648118,M16133,M16133
LG4,4497130.81671466,4497220.81671466,M42137,M42137
LG4,4916980.91917986,4917070.91917986,M21008,M21008
LG4,5080985.91309338,5081075.91309338,M30363,M30363
LG4,5081026.63336098,5081116.63336098,M45175,M45175
LG4,5252086.9864887,5252176.9864887,M28299,M28299
LG4,5303910.28809994,5304000.28809994,M26980,M26980
LG4,5303912.28809994,5304002.28809994,M35408,M35408
LG4,5492211.86386292,5492301.86386292,M2345,M2345
LG4,5751568.38346194,5751658.38346194,M36546,M36546
LG4,5751570.38346194,5751660.38346194,M42091,M42091
LG4,5954070.99385472,5954160.99385472,M9825,M9825
LG4,6089209.66301326,6089299.66301326,M45056,M45056
LG4,6156672.30861562,6156762.30861562,M35142,M35142
LG4,6416663.16023792,6416753.16023792,M3501,M3501
LG4,6601686.79993772,6601776.79993772,M40662,M40662
LG4,6828938.63129212,6829028.63129212,M35848,M35848
LG4,6999373.11409648,6999463.11409648,M10044,M10044
LG4,7183598.32051398,7183688.32051398,M27175,M27175
LG4,7808312.5142547,7808402.5142547,M17046,M17046
LG4,7922210.53486184,7922300.53486184,M35962,M35962
LG4,8036569.51236256,8036659.51236256,M38572,M38572
LG4,8163596.77618678,8163686.77618678,M37079,M37079
LG4,8579239.77903042,8579329.77903042,M43556,M43556
LG4,10313653.3826687,10313743.3826687,M15172,M15172
LG4,10556265.2239673,10556355.2239673,M37751,M37751
LG4,10973235.4242255,10973325.4242255,M2348,M2348
LG4,11941989.44678,11942079.44678,M31238,M31238
LG4,12411428.8904391,12411518.8904391,M102,M102
LG4,14824424.3448132,14824514.3448132,M31950,M31950
LG4,15491028.5125745,15491118.5125745,M38793,M38793
LG4,15906806.8522374,15906896.8522374,M42965,M42965
LG4,16364199.915147,16364289.915147,M5625,M5625
LG4,17186200.1511518,17186290.1511518,M43687,M43687
LG4,18174541.7704003,18174631.7704003,M21990,M21990
LG4,19507660.2592381,19507750.2592381,M19499,M19499
LG4,20660103.0841356,20660193.0841356,M8953,M8953
LG4,21493123.601691,21493213.601691,M7646,M7646
LG4,22728340.165761,22728430.165761,M38799,M38799
LG4,23426422.9876084,23426512.9876084,M36660,M36660
LG4,23510312.0656186,23510402.0656186,M34659,M34659
LG4,23979653.779484,23979743.779484,M25877,M25877
LG4,25549877.5367976,25549967.5367976,M11505,M11505
LG5,0,90,M29569,M29569
LG5,1132836.42044509,1132926.42044509,M4070,M4070
LG5,2386507.8978479,2386597.8978479,M29776,M29776
LG5,2982971.98601076,2983061.98601076,M22733,M22733
LG5,3720699.5148472,3720789.5148472,M27506,M27506
LG5,4276240.01687208,4276330.01687208,M41370,M41370
LG5,5012886.98631312,5012976.98631312,M4638,M4638
LG5,5991303.0283163,5991393.0283163,M32158,M32158
LG5,6485970.11493236,6486060.11493236,M15695,M15695
LG5,7104488.28053576,7104578.28053576,M32904,M32904
LG5,8488896.09821946,8488986.09821946,M11333,M11333
LG5,8870399.85078586,8870489.85078586,M8174,M8174
LG5,9677564.7952591,9677654.7952591,M5129,M5129
LG5,10641716.3795192,10641806.3795192,M2616,M2616
LG5,11571851.2999682,11571941.2999682,M25143,M25143
LG5,12512340.8072383,12512430.8072383,M41962,M41962
LG5,14251432.9304161,14251522.9304161,M23673,M23673
LG5,15224080.9143024,15224170.9143024,M45654,M45654
LG5,15541145.4076212,15541235.4076212,M12952,M12952
LG5,15943683.3199217,15943773.3199217,M23408,M23408
LG5,16755457.8314915,16755547.8314915,M15777,M15777
LG5,17883052.5689898,17883142.5689898,M18303,M18303
LG5,18135814.961798,18135904.961798,M17867,M17867
LG5,18474848.2644171,18474938.2644171,M7787,M7787
LG5,19025206.7513911,19025296.7513911,M21828,M21828
LG5,19402587.9248423,19402677.9248423,M28315,M28315
LG5,20030237.9961908,20030327.9961908,M29650,M29650
LG5,21234419.2378428,21234509.2378428,M248,M248
LG5,22247526.3406428,22247616.3406428,M36638,M36638
LG5,22511713.7023388,22511803.7023388,M33864,M33864
LG5,24912556.3263456,24912646.3263456,M9037,M9037
LG5,25522055.9761634,25522145.9761634,M31693,M31693
LG5,25784067.3874524,25784157.3874524,M34673,M34673
LG5,26216534.710899,26216624.710899,M37011,M37011
LG5,27390219.244699,27390309.244699,M38998,M38998
LG5,27743559.5265644,27743649.5265644,M205,M205
LG5,28251858.6092264,28251948.6092264,M6391,M6391
LG6,0,90,M3731,M3731
LG6,322233.607524058,322323.607524058,M16865,M16865
LG6,1190773.6609994,1190863.6609994,M10052,M10052
LG6,1553857.35917761,1553947.35917761,M26054,M26054
LG6,2458034.76176394,2458124.76176394,M43297,M43297
LG6,2809824.1119265,2809914.1119265,M8015,M8015
LG6,4159391.63189664,4159481.63189664,M13290,M13290
LG6,4880399.28104996,4880489.28104996,M19190,M19190
LG6,5230694.56007012,5230784.56007012,M44648,M44648
LG6,5435365.77322824,5435455.77322824,M9836,M9836
LG6,6202642.0473476,6202732.0473476,M26076,M26076
LG6,7584660.19873144,7584750.19873144,M30914,M30914
LG6,8179914.75891974,8180004.75891974,M41086,M41086
LG6,8458764.6837242,8458854.6837242,M27611,M27611
LG6,8914991.22556344,8915081.22556344,M28951,M28951
LG6,9196512.06979932,9196602.06979932,M40497,M40497
LG6,11018025.3540399,11018115.3540399,M28953,M28953
LG6,12166397.488082,12166487.488082,M41355,M41355
LG6,12671368.5105218,12671458.5105218,M18902,M18902
LG6,13132683.3849792,13132773.3849792,M41686,M41686
LG6,14143778.0166973,14143868.0166973,M29031,M29031
LG6,15365454.6654563,15365544.6654563,M2517,M2517
LG6,16214987.9648216,16215077.9648216,M1492,M1492
LG6,17228206.0590506,17228296.0590506,M19901,M19901
LG6,17457848.5294717,17457938.5294717,M40063,M40063
LG6,18416577.2468316,18416667.2468316,M26011,M26011
LG6,19408176.7815035,19408266.7815035,M19966,M19966
LG6,20809936.5921608,20810026.5921608,M33353,M33353
LG6,21044305.7556056,21044395.7556056,M3341,M3341
LG6,21543262.4688394,21543352.4688394,M25109,M25109
LG6,22371042.6671414,22371132.6671414,M44052,M44052
LG6,23373544.3461048,23373634.3461048,M20535,M20535
LG6,24707849.9278926,24707939.9278926,M27007,M27007
LG6,24970743.1464818,24970833.1464818,M31037,M31037
LG6,25704016.2526434,25704106.2526434,M232,M232
LG6,26397056.4245236,26397146.4245236,M44056,M44056
LG6,26880122.8827208,26880212.8827208,M3651,M3651
LG6,27032575.0945018,27032665.0945018,M38769,M38769
LG6,27431257.8587572,27431347.8587572,M33633,M33633
LG6,27671486.4057476,27671576.4057476,M1394,M1394
LG7,0,90,M13430,M13430
LG7,2139336.38135432,2139426.38135432,M33377,M33377
LG7,3267299.3448521,3267389.3448521,M21689,M21689
LG7,3404721.10743396,3404811.10743396,M34534,M34534
LG7,3903706.38201438,3903796.38201438,M356,M356
LG7,6027491.29335414,6027581.29335414,M16910,M16910
LG7,6322414.63680258,6322504.63680258,M9860,M9860
LG7,7075109.09560394,7075199.09560394,M38085,M38085
LG7,8215175.44922452,8215265.44922452,M13357,M13357
LG7,9097262.69863268,9097352.69863268,M39236,M39236
LG7,11184006.7207665,11184096.7207665,M8689,M8689
LG7,12132525.6853027,12132615.6853027,M18614,M18614
LG7,12869657.1875796,12869747.1875796,M15870,M15870
LG7,13228249.2937731,13228339.2937731,M8167,M8167
LG7,14483215.7972541,14483305.7972541,M19150,M19150
LG7,15388325.5395292,15388415.5395292,M41461,M41461
LG7,17010366.7235619,17010456.7235619,M23961,M23961
LG7,17283898.4834238,17283988.4834238,M17839,M17839
LG7,17979320.0208432,17979410.0208432,M21075,M21075
LG7,20209914.914141,20210004.914141,M5009,M5009
LG7,21632477.2030962,21632567.2030962,M11291,M11291
LG7,21950478.5486816,21950568.5486816,M24909,M24909
LG7,23883031.1807638,23883121.1807638,M14965,M14965
LG7,24580998.7974698,24581088.7974698,M33742,M33742
LG7,25539298.1275414,25539388.1275414,M3322,M3322
LG7,27249194.9221376,27249284.9221376,M30057,M30057
LG7,27737493.596287,27737583.596287,M23570,M23570
LG7,28122413.1940618,28122503.1940618,M37934,M37934
LG7,28968405.655635,28968495.655635,M38875,M38875
LG7,29321752.6437378,29321842.6437378,M16884,M16884
LG7,29585629.521869,29585719.521869,M7648,M7648
LG8,0,90,M15097,M15097
LG8,1435926.51390113,1436016.51390113,M4099,M4099
LG8,2012831.83097352,2012921.83097352,M4080,M4080
LG8,3602511.77184352,3602601.77184352,M6178,M6178
LG8,3935465.02624742,3935555.02624742,M2981,M2981
LG8,5030050.8536198,5030140.8536198,M13337,M13337
LG8,5270828.65223648,5270918.65223648,M30077,M30077
LG8,5508794.5462243,5508884.5462243,M15878,M15878
LG8,6697742.4778059,6697832.4778059,M19583,M19583
LG8,7403834.32535898,7403924.32535898,M405,M405
LG8,8272466.46988966,8272556.46988966,M27410,M27410
LG8,8773194.91891206,8773284.91891206,M8835,M8835
LG8,9231000.72525308,9231090.72525308,M16938,M16938
LG8,9867621.0911243,9867711.0911243,M18642,M18642
LG8,10508873.9149325,10508963.9149325,M7659,M7659
LG8,11328635.737397,11328725.737397,M11060,M11060
LG8,12232522.5514236,12232612.5514236,M26501,M26501
LG8,12698426.6640193,12698516.6640193,M5942,M5942
LG8,14611907.5690959,14611997.5690959,M13234,M13234
LG8,15959179.7973064,15959269.7973064,M1877,M1877
LG8,16221467.5929924,16221557.5929924,M31505,M31505
LG8,17253343.6471234,17253433.6471234,M27435,M27435
LG8,18945649.5958112,18945739.5958112,M2760,M2760
LG9,0,90,M31280,M31280
LG9,413742.891869968,413832.891869968,M11130,M11130
LG9,825552.025394776,825642.025394776,M28073,M28073
LG9,1227605.65579371,1227695.65579371,M19009,M19009
LG9,1532890.3028383,1532980.3028383,M13006,M13006
LG9,3333189.40893548,3333279.40893548,M32623,M32623
LG9,3692545.44489644,3692635.44489644,M16824,M16824
LG9,4208284.25347942,4208374.25347942,M6773,M6773
LG9,4465174.42067356,4465264.42067356,M38876,M38876
LG9,4840956.41475602,4841046.41475602,M44765,M44765
LG9,5222056.66756758,5222146.66756758,M12538,M12538
LG9,6062715.93792184,6062805.93792184,M5437,M5437
LG9,6584613.29802302,6584703.29802302,M437,M437
LG9,7544548.61275112,7544638.61275112,M39707,M39707
LG9,7896341.44795952,7896431.44795952,M34829,M34829
LG9,8130703.94738014,8130793.94738014,M471,M471
LG9,8783012.7588269,8783102.7588269,M15447,M15447
LG9,10165182.28459,10165272.28459,M33106,M33106
LG9,10615309.3992861,10615399.3992861,M16622,M16622
LG9,11017783.8473399,11017873.8473399,M15803,M15803
LG9,11417197.5988802,11417287.5988802,M36006,M36006
LG9,11948690.2331727,11948780.2331727,M3541,M3541
LG9,12284673.462387,12284763.462387,M12072,M12072
LG9,12701656.9548275,12701746.9548275,M43025,M43025
LG9,14507283.5027394,14507373.5027394,M34203,M34203
LG9,14872054.1529923,14872144.1529923,M44272,M44272
LG9,15274770.5551967,15274860.5551967,M13376,M13376
LG9,16282423.6532606,16282513.6532606,M948,M948
LG9,17650014.5288682,17650104.5288682,M30472,M30472
LG9,18087824.7608939,18087914.7608939,M26487,M26487
LG9,18655152.0673138,18655242.0673138,M26815,M26815
LG9,19543253.1866005,19543343.1866005,M34279,M34279
LG9,20487297.3743,20487387.3743,M44329,M44329
LG9,21614385.733234,21614475.733234,M4025,M4025
LG9,22501506.8062074,22501596.8062074,M12296,M12296
LG9,24187397.077342,24187487.077342,M14577,M14577
LG9,24543414.7808844,24543504.7808844,M3540,M3540
LG9,25114679.6375934,25114769.6375934,M18979,M18979
LG9,25934853.1482,25934943.1482,M18986,M18986
LG9,26884947.2032834,26885037.2032834,M22965,M22965
LG9,27682507.6912984,27682597.6912984,M12067,M12067
LG9,28510100.9964952,28510190.9964952,M42519,M42519
LG9,28821646.4612032,28821736.4612032,M4153,M4153
LG9,29467314.9794514,29467404.9794514,M40655,M40655
LG9,30187791.042405,30187881.042405,M40173,M40173
LG9,31305212.6308446,31305302.6308446,M21398,M21398
LG9,32489488.5010892,32489578.5010892,M43779,M43779
LG9,32794496.634914,32794586.634914,M18489,M18489
LG9,34081945.0011628,34082035.0011628,M25747,M25747
LG9,34443275.2973294,34443365.2973294,M32351,M32351
LG10,0,90,M5302,M5302
LG10,578320.165440182,578410.165440182,M20174,M20174
LG10,790454.621531716,790544.621531716,M10506,M10506
LG10,1185991.79969922,1186081.79969922,M7725,M7725
LG10,1820089.60059984,1820179.60059984,M11357,M11357
LG10,2735982.40940976,2736072.40940976,M7948,M7948
LG10,3483503.79913908,3483593.79913908,M2593,M2593
LG10,4705433.39386694,4705523.39386694,M31397,M31397
LG10,5089251.81566254,5089341.81566254,M33241,M33241
LG10,7658974.05647428,7659064.05647428,M44448,M44448
LG10,8196788.7311783,8196878.7311783,M34432,M34432
LG10,8474433.52979834,8474523.52979834,M16941,M16941
LG10,9709926.40775994,9710016.40775994,M41201,M41201
LG10,11660690.2381617,11660780.2381617,M5031,M5031
LG10,14444431.2181128,14444521.2181128,M45557,M45557
LG10,14875283.1033013,14875373.1033013,M12623,M12623
LG10,15288709.2737321,15288799.2737321,M20842,M20842
LG10,15912667.5530037,15912757.5530037,M2478,M2478
LG10,16434681.149664,16434771.149664,M18056,M18056
LG10,17391245.7842014,17391335.7842014,M29642,M29642
LG10,17940851.9274221,17940941.9274221,M41225,M41225
